Hardness,Solids_TDS,Sulphate,Chloramine,Conductivity,Organic_Carbon,Trihalomethane,Turbidity,pH_min,pH_max,Portability
52.40261389,1613.801056,252.656076,4.507238034,1078.640752,2.30456435,113.8949303,2.981408827,7.52,7.92,0
493.1922048,402.4963241,36.1814668,8.429647378,629.0473587,2.409812833,29.65575121,2.555577463,6.64,7.04,0
445.0246716,1503.610827,388.54107,0.877906257,1356.374636,2.225920852,113.8872265,1.820982305,6.43,6.83,0
452.7978016,894.1856416,252.9589058,5.946178531,1093.474079,7.824962066,20.84842917,0.344100303,8.2,8.6,0
346.6600417,332.0811015,394.3582084,5.782156814,1344.334072,10.1127913,148.3040431,0.111418076,8.23,8.63,0
205.1541179,1662.914089,135.5573694,4.252145693,774.4688427,8.860810269,42.75506746,2.29767369,7.92,8.32,0
452.1418921,1243.335026,388.4820645,8.297746414,340.7821711,14.66650778,125.6002522,1.014713335,6.91,7.31,0
181.1826177,624.3707232,58.22489909,9.428900613,991.367956,1.888118584,28.56987418,4.692444227,6.5,6.9,1
303.2201945,1810.426114,16.27790894,4.653358619,707.0322033,14.79711609,142.5964171,3.202085089,7.67,8.07,0
94.87893755,281.464965,13.19362418,4.56147051,837.8260511,7.000109008,123.9940178,2.927540589,7.18,7.58,1
464.8800336,563.2752948,185.9481482,5.020637297,1117.332257,3.279491817,53.90838908,2.032759262,6.54,6.94,0
113.346706,1553.68447,33.20167899,7.231240308,1140.7976,14.14921239,63.22075891,1.647626297,7.29,7.69,0
151.2035626,1476.880275,204.8671537,6.680602907,333.0676978,7.029199652,0.575699028,0.899039829,6.37,6.77,0
301.1603712,720.6890487,131.0002014,2.228349492,1223.163207,5.210204328,37.71483665,0.300715425,8.12,8.52,0
393.8418501,311.6447756,134.251597,0.638953486,892.2226979,3.207151557,43.39446839,3.172488211,6.82,7.22,0
328.7080877,1744.54053,254.2435986,9.492541298,968.038528,4.018131767,67.91080484,3.896002256,7.63,8.03,0
154.4602608,764.6557485,65.23920246,2.610697597,657.5930222,14.68829265,20.8574721,4.288813332,6.92,7.32,1
50.42436914,552.2841469,306.6213481,6.385966847,805.0005432,4.559601599,71.81503322,3.621539157,7.34,7.74,1
390.7177611,1128.91128,232.8123679,8.284380027,1152.450161,14.66708886,100.2702728,4.484754409,7.39,7.79,0
493.3432967,1838.408959,365.9778515,3.002767505,1232.056564,4.953224799,55.69234472,4.914032557,6.67,7.07,0
414.4609041,278.3838401,145.9362615,6.354334137,764.5274174,3.471276984,34.82929133,4.80833984,8.24,8.64,0
257.0929782,1578.447358,393.0859968,1.079002411,1129.341039,2.750462744,82.15747304,2.961151417,7.85,8.25,0
456.6952676,1230.45181,230.3310587,9.699314444,609.652202,6.177817579,4.350585444,1.121000016,8.18,8.58,0
234.4314529,965.8084098,389.3607825,0.581582751,1298.427198,3.552096728,51.12561762,0.531777162,8.09,8.49,1
286.2203379,1539.344799,10.82426162,4.381746738,1031.777087,10.45406946,79.13853644,4.969624991,7.5,7.9,0
264.7083953,1938.483964,291.190529,5.368192421,1230.223819,3.59657603,50.37642243,1.541951157,8.14,8.54,0
251.4307427,612.5711801,326.6486097,7.904817787,872.5858228,12.53095267,51.81471391,0.169855296,6.48,6.88,1
398.8358462,458.5652571,21.26931467,1.211285171,574.931142,12.51016888,127.2444994,1.955230482,6.69,7.09,0
287.0460083,1843.187141,231.5878656,4.408079739,815.077336,4.282895611,140.0987681,3.740498676,6.39,6.79,0
192.5227049,1404.115539,320.7769174,2.997115695,757.7824734,11.30310196,124.1088971,4.453999932,6.95,7.35,0
166.1711754,988.3748388,224.4154901,3.120107157,699.2598521,12.86318814,14.83011751,2.387819233,7.08,7.48,1
66.98629264,1231.867226,25.52543616,7.787879161,554.6084973,8.851992659,43.46136666,1.470144576,6.84,7.24,0
312.4378228,1542.105029,277.3788964,0.05460945,1211.00057,5.494986163,106.694155,3.892021007,7.96,8.36,0
153.4826369,1591.457418,24.23876587,7.490836413,403.6219936,6.614507801,146.1589193,2.518841762,7.01,7.41,0
116.6602649,1855.809525,326.987558,8.103984301,1365.073116,11.79343298,36.34223227,0.430147956,6.86,7.26,0
344.2234837,968.31702,17.21367332,9.013622438,510.0296675,4.39976196,134.7315719,4.438748532,7.39,7.79,0
356.544166,728.139638,54.9589524,6.268818032,1475.848382,5.016935016,110.8522481,3.279035233,6.58,6.98,0
388.4697015,1351.39568,110.0430362,3.334553283,1486.161658,2.411765044,147.517555,0.184060593,7.9,8.3,0
276.6096034,948.3102187,253.3459169,4.272347325,778.0644495,5.985786045,14.03782226,0.045283695,6.45,6.85,1
452.3245723,1270.277217,390.5436399,9.697360823,1485.385287,1.297726984,59.21186223,0.438607868,8.27,8.67,0
471.354239,955.9744372,47.12914105,8.811868264,1342.882221,4.815516615,71.71725035,4.109776959,7.84,8.24,0
413.3169229,475.392416,57.08306769,4.635259091,398.9163323,5.602190714,100.8123938,2.406538457,6.7,7.1,0
336.0170669,1044.968153,147.5481587,9.430630071,1436.794276,3.832186986,98.09580544,1.676505977,6.31,6.71,0
186.6744291,1443.652079,334.4876551,8.229548754,351.0172631,1.520371787,135.9518017,1.246467062,7.93,8.33,0
492.3252147,1638.710854,186.8923811,9.010898617,518.2971525,7.825008638,125.8009684,2.53428992,7.71,8.11,0
173.3612752,1087.987298,128.6442401,6.829772346,1001.514649,12.97621755,8.305900337,0.415201124,7.76,8.16,0
141.1956149,497.4282024,224.4815329,8.576540435,396.8846141,5.034671187,72.98101845,3.0859023,7.84,8.24,1
248.9693512,946.4378774,104.209279,8.917661413,494.0733084,3.552023571,61.05918453,1.902636941,6.45,6.85,1
75.57825682,1615.329072,160.4639629,0.920165845,1444.190145,4.275573265,149.571688,4.292200164,7.02,7.42,0
490.3225091,943.1466871,133.0420597,9.652169767,1493.625462,12.92830772,64.08872914,3.772134271,6.53,6.93,0
314.7951004,1453.755428,321.656409,3.336130988,1257.76385,7.917113844,102.392871,0.091830878,8.03,8.43,0
300.6284412,1112.984627,369.7022906,4.398995096,918.2512698,1.961855269,42.66441497,0.832490317,7.55,7.95,0
345.108326,634.2016252,303.8288769,7.919037592,1380.361123,10.63832474,92.19434339,2.37017257,6.96,7.36,0
273.6606415,1633.070914,175.6334304,6.648963056,434.2785251,2.315533999,30.99496329,3.293401326,6.43,6.83,0
64.42858269,351.5842173,201.733991,8.930599124,1431.470243,0.903666044,90.54099835,3.575629748,6.92,7.32,1
325.54008,1144.802509,50.02947757,4.005737508,721.8635129,3.835273147,130.2285358,4.081216315,6.95,7.35,0
372.2782446,576.0038616,298.7458845,3.732881637,1333.787269,2.521352693,2.885668717,0.246093073,7.76,8.16,0
237.5370773,320.7181314,238.5902718,0.316888495,1102.048087,9.074962116,75.68796143,0.092416,7.58,7.98,1
390.7830074,1105.281087,360.9759985,4.627253767,1452.329165,7.26849611,147.3555937,3.002528667,8.07,8.47,0
152.1505847,1099.211881,80.24445743,7.240707703,1337.613537,10.86096826,23.88937837,3.619134736,7.24,7.64,0
149.574466,1472.421623,303.8904488,3.011787176,1365.477376,7.673565754,27.51184921,3.933480612,6.54,6.94,0
122.6376445,1540.551247,273.8686647,4.627265137,1058.105227,6.285089028,70.62355817,0.778577923,7.73,8.13,0
217.3976419,1510.02468,106.3382135,2.193977685,1299.790237,7.893280357,130.648977,4.843680086,7.82,8.22,0
431.1554159,937.2057193,266.9514558,7.727878059,1208.557381,6.517291696,84.41394142,1.147145441,7.42,7.82,0
422.560428,1337.041617,369.7493522,0.605115613,493.9477571,0.556303409,76.30629669,1.2516519,7.84,8.24,0
222.2708936,1238.501437,367.3743951,7.05383055,1078.31627,10.21048669,13.01355887,0.771445197,7.29,7.69,0
315.1034312,958.811161,287.8506298,3.789400117,477.8106558,14.43195489,144.2979022,0.216237215,7.35,7.75,0
374.3673424,1274.98285,19.22924501,0.415960694,1343.347346,6.330503356,52.06738972,4.048620624,7.16,7.56,0
158.5430486,1905.046178,348.9057349,8.534695873,379.1397592,6.355994757,37.77107282,0.028217685,6.35,6.75,0
125.6634887,547.2087386,263.1114428,4.877218632,1484.456004,0.68653318,61.76159171,2.31889931,6.52,6.92,1
487.4431969,1830.389772,124.1737013,5.993189696,780.7519994,13.35568627,62.12732426,0.459835919,6.36,6.76,0
327.9007909,296.2199252,74.90014468,7.320306915,504.7552244,13.93682081,68.77996631,0.223976736,7.57,7.97,0
491.6370748,755.1005832,46.4815452,6.55074433,1422.80998,12.19708677,103.2807303,4.673284643,6.93,7.33,0
201.9901942,718.6614475,20.0947597,7.308568708,354.5111835,1.595182073,130.1919853,4.126999143,7.32,7.72,1
366.364265,1327.457194,301.6412992,7.622816846,864.1267614,13.50335522,8.596932019,1.974381297,8.12,8.52,0
150.1716364,436.2049132,94.33719958,5.891515306,1224.272554,0.359334951,73.6152847,2.292968646,6.8,7.2,1
167.5400771,1788.225701,9.701174417,3.656378309,680.1005705,6.668614849,62.09671872,4.340562795,7.12,7.52,0
280.3559546,1691.392535,158.9082607,2.431421497,934.6016039,7.509354812,1.632016923,3.9841846,7.81,8.21,0
193.8281565,1373.718475,193.0428322,9.029032367,1140.49562,12.51003152,122.4734176,3.458075021,6.76,7.16,0
125.4297037,1025.144897,67.69209236,9.699248446,1442.371705,11.2628882,15.64698017,2.6828269,6.45,6.85,0
168.2963159,1879.320876,17.61933447,3.576627551,423.2431671,11.95645345,17.21220143,3.039112187,6.88,7.28,0
66.08677751,1695.343798,75.65019324,1.123107291,488.6720445,13.01851424,7.244762708,1.966791766,6.62,7.02,0
366.9906297,1098.767267,271.6411047,2.225373271,910.6450742,7.141063807,30.06324507,2.640485122,8.16,8.56,0
271.4524957,1463.372038,32.8974709,6.70667346,802.1699534,11.7037853,26.52244223,2.698488978,7.92,8.32,0
92.40937988,1220.473914,222.0148122,1.7293337,792.9553928,1.020496416,52.17987541,4.324198071,7.57,7.97,0
127.2622969,1258.296029,58.56479516,7.801222731,656.3538035,6.668196341,98.89055914,1.093270294,8.04,8.44,0
96.14054215,795.756925,78.27566943,9.230302399,972.8217582,0.451990123,8.144134144,1.233108162,7.91,8.31,1
325.6667637,1031.752288,157.2311533,9.636515151,1359.946003,13.72972598,129.041364,1.054687845,6.67,7.07,0
92.39466363,340.6185754,40.33013442,0.09325506,493.1092086,14.37620673,48.9867923,2.895838871,8.09,8.49,1
389.4270499,843.227645,69.28140111,9.58154165,558.3435954,1.259085904,90.99109966,3.475788577,7.38,7.78,0
59.22991369,1452.491328,139.5809646,7.401944191,1104.988197,7.989399666,1.800766832,1.192512654,7.91,8.31,0
162.2191046,1915.788855,131.8676022,0.840502323,367.4371851,4.877094095,54.87118726,3.384807656,8.09,8.49,0
450.8000042,1933.515403,299.7085943,4.152404688,1108.517039,5.13801427,0.307636786,3.140455626,6.94,7.34,0
373.3390932,1200.301164,29.91292205,7.000454746,677.347381,6.760500921,24.81874104,1.605390853,6.52,6.92,0
82.83574982,1291.920053,344.1802943,9.566854927,729.4247177,1.875989479,67.17756457,1.149094216,6.76,7.16,0
419.506747,534.2981339,326.4928683,1.641413936,786.6592486,2.711552982,80.26311329,4.409029767,7.15,7.55,0
271.8658047,1451.554595,306.3966559,1.277332819,719.5050738,8.660529902,22.93928996,2.848344348,7.94,8.34,0
431.0523622,327.1858268,123.748945,4.723470533,1309.451546,0.281338642,111.7824416,3.51949606,8.02,8.42,0
320.3328985,712.4342344,329.1527142,9.680988937,1435.282149,8.99701533,28.35054983,4.626694101,6.31,6.71,0
356.8248644,1403.054025,73.12083212,9.713792153,957.6137704,4.783757817,17.37676382,1.026987751,7.32,7.72,0
497.0757022,758.5582368,49.76368234,2.279147411,998.2541986,12.48309622,50.01367691,1.752771349,7.13,7.53,0
154.5509957,289.7243734,17.9825334,3.19347148,384.5797296,9.000097616,82.71429955,2.172250276,6.74,7.14,1
330.7755086,1697.366737,375.7241452,9.080319856,1155.830314,10.62136801,148.3352725,1.164472554,6.54,6.94,0
257.1446255,758.5940128,123.2043591,7.348414909,1000.918648,1.716377719,62.80735945,4.202102699,6.98,7.38,1
67.75337882,313.5894047,367.0471521,9.723164287,360.4734286,3.98793547,63.89946259,0.417015545,8.19,8.59,1
56.51178868,334.6186961,109.0454246,8.93148363,538.1108005,14.95004413,8.900020517,1.195797159,6.95,7.35,1
103.65286,653.1658378,363.0263837,2.150960503,542.3321045,6.504783704,114.872951,0.955170682,7.34,7.74,1
342.0912832,520.428705,361.5716211,7.597268594,505.1615423,5.38297808,27.26745028,4.766958643,7.71,8.11,0
305.2233896,1593.740212,369.470418,0.485652316,1090.375146,13.10783038,111.7205347,3.13677081,7.03,7.43,0
299.0433025,779.031284,198.4613757,8.178327787,1414.127538,0.496119133,136.5925317,3.58107605,8.24,8.64,1
64.33554314,1648.452413,346.3785147,6.015567624,1215.57039,8.021600425,115.2331143,0.542105503,8.22,8.62,0
261.1863484,512.9227961,380.3063585,9.561009626,872.8481823,3.153858207,96.36801306,0.970052785,6.8,7.2,1
466.080268,1087.182523,129.8467768,9.600324555,784.8615576,5.522291872,90.58744432,4.049442357,7.29,7.69,0
228.9163412,1438.46684,167.5497623,0.50815109,763.7497264,2.996656078,68.04493386,2.838654293,6.9,7.3,0
331.2151114,1373.583537,287.6960749,1.605214856,1021.496349,0.567341393,21.68140427,0.225607623,6.87,7.27,0
400.918404,1282.032938,120.1439287,4.842070473,731.0647907,6.24768201,116.8257914,2.828348831,6.37,6.77,0
402.7663756,1864.678883,301.5237236,8.794935249,571.3463654,11.83804532,71.59834056,2.376927184,7.52,7.92,0
283.6760371,611.3452659,29.55685809,8.144451423,1023.411488,14.27931649,93.84687347,0.768468494,7.31,7.71,1
436.0783754,1088.694568,209.3993537,9.643700264,768.8464961,9.357794619,56.10228434,2.964704161,6.4,6.8,0
226.120142,1791.18659,48.92539363,6.180841171,316.949795,5.832556385,30.10840795,0.869088157,6.86,7.26,0
449.9119467,340.2087781,117.3293906,2.565635196,326.6773363,11.5478291,120.9762696,4.057250531,8.12,8.52,0
158.1022249,300.5988829,103.450157,0.251066395,628.9639334,7.578359751,51.35997084,3.092446645,6.78,7.18,1
176.0973831,619.9441176,335.5728294,2.229264907,914.9066394,5.514304198,130.0020043,4.3565586,6.59,6.99,1
73.90428089,1339.438195,77.40690216,6.75273198,725.0874092,2.686345388,144.8587354,2.123331315,7.28,7.68,0
408.0118264,667.7833276,323.3791681,9.262748233,328.8661829,11.94194977,124.4982791,2.559604447,8.27,8.67,0
237.6748563,542.4317909,317.5841384,3.209036673,567.7821165,7.506386858,19.22070679,3.802922292,6.78,7.18,1
153.1024763,1025.844168,199.5532222,8.757043303,415.7031704,14.45705612,128.2516391,2.731380954,7.64,8.04,0
154.3056249,1304.476524,93.53730224,3.948982483,1438.358402,12.02864401,77.90367381,2.859920934,7.82,8.22,0
455.6299736,647.4038726,90.75853598,3.082712494,675.4008908,6.300241787,36.21174013,2.766694937,6.78,7.18,0
425.2624702,741.2441361,185.9698588,5.088442428,317.7196459,11.11275061,13.97340504,2.456577494,7.76,8.16,0
299.0888984,1304.406749,3.523602957,4.422734924,1092.675902,6.800872393,41.77647587,4.028484956,7.04,7.44,0
327.2498602,1902.32916,212.5403018,9.137998685,578.9375286,1.197985926,20.61406233,2.426058209,7.56,7.96,0
263.4465067,1414.535109,381.1118103,4.682569474,980.083506,7.750215773,3.84668733,4.50397273,7.57,7.97,0
226.2499443,1609.227458,61.88275275,2.773353872,480.8945455,12.98592929,148.1646524,4.04308323,7.37,7.77,0
461.9645965,860.2581706,229.3382486,8.425655775,1480.815882,12.83161978,124.7313373,3.462200282,6.48,6.88,0
106.5257166,690.0578469,384.7114755,9.987495117,1464.311024,8.624503705,110.8423895,4.493292533,7.97,8.37,1
238.3010554,1017.681938,344.2088558,6.481714192,1087.180022,5.700353046,28.95206568,2.685466555,6.94,7.34,0
205.0528586,1652.839092,340.1520466,2.504613689,1148.643146,0.151509035,4.160465843,4.109204669,6.67,7.07,0
274.1678241,1021.339355,328.7399722,2.38815077,811.0546695,4.671146684,72.78058239,1.2091152,6.38,6.78,0
255.9343435,1724.105736,123.6094424,0.577066962,1454.615215,14.84712866,111.2541645,0.364878194,7.48,7.88,0
283.5002892,1979.789565,356.2467325,0.772930385,808.4875444,10.8973655,144.4256045,3.42500317,7.66,8.06,0
112.9635398,329.6479983,376.5361405,9.149830952,587.3615969,10.76382846,126.5825533,1.508051501,6.33,6.73,1
280.9136757,281.738281,198.3169693,0.96487107,438.4543315,11.41625085,134.0253534,3.173023329,7.32,7.72,1
159.0884662,469.2614652,141.8284189,4.843438483,549.7503604,9.30170075,35.79941216,0.386971727,6.75,7.15,1
132.949107,891.8654163,165.6916062,6.981217797,986.6562047,8.787879858,23.29890264,4.778238747,7.59,7.99,1
79.17539845,435.8759765,133.6825767,8.503547828,594.1100615,6.80428883,37.16726551,2.575573389,6.65,7.05,1
393.1936514,1767.19606,84.96737681,1.712709503,1085.099314,6.659009905,20.78692099,0.047631274,7.68,8.08,0
242.3488644,241.6632518,247.3793881,4.377786791,758.6214239,13.06272683,119.7725736,2.380384411,7.07,7.47,1
331.9896575,768.4268894,225.0387545,2.51480195,1364.247487,5.901843925,135.4564591,3.948604183,8.17,8.57,0
377.4170045,532.4503331,185.0340284,2.5582309,970.173681,12.60437676,46.10130394,4.326095387,6.58,6.98,0
355.6924994,1876.770794,38.33815467,3.038393075,1047.124864,12.56601638,131.5389274,2.306307132,6.98,7.38,0
261.7253236,1405.065809,318.7571859,5.871162144,967.8717636,11.56347299,8.255277024,0.629682506,6.53,6.93,0
224.554338,1841.654462,69.9734251,0.165774717,1362.682529,0.564635998,101.6034809,4.530849723,8.15,8.55,0
219.1819593,1950.191679,45.82481736,4.087662863,376.1034815,2.219583666,79.12398148,4.905851962,8.05,8.45,0
338.0219586,1094.776839,249.2285582,1.868301352,380.8184485,4.720577133,41.51149434,0.315969548,6.82,7.22,0
272.6574597,621.7743945,159.4577445,9.671185085,1142.088294,12.71300013,115.2301643,0.390339033,7.62,8.02,1
432.1095116,548.7118152,23.92339014,5.827291593,1221.556682,13.09889072,31.80709222,2.827972374,7.93,8.33,0
443.6158929,601.253951,142.227342,8.680954688,820.3073019,0.623359415,62.42242311,2.669502244,7.41,7.81,0
126.7521701,1475.467954,308.7121409,1.956899868,722.7662497,4.870868297,106.4789004,2.943273289,7.36,7.76,0
111.3051432,272.8023106,246.0996821,8.100156993,633.5340794,12.75576307,50.73434717,1.585563073,6.78,7.18,1
333.6804167,292.4499315,145.1144092,4.147824613,581.273863,3.745398736,128.3040278,0.251715366,6.49,6.89,0
185.5515866,1294.657296,76.72191665,1.776946888,1394.350308,14.6400496,129.8140516,2.901755717,8.09,8.49,0
58.35682344,1355.702864,252.7182483,7.612452024,654.1674556,7.339556499,30.37956296,0.757227849,8.1,8.5,0
449.8892012,1397.473264,355.0221204,7.620110976,1077.694555,14.05969034,66.0584983,1.706295565,7.57,7.97,0
152.1053453,869.3849083,258.5090872,9.958879069,1244.513736,6.432395915,64.80189649,2.912245887,6.98,7.38,1
468.1762933,1650.7008,325.1615419,7.809372618,326.3598941,4.856983906,61.5067703,1.042432814,7,7.4,0
372.8455029,1160.524258,208.6111354,1.452672479,340.6489799,5.436152628,75.29582073,2.712313725,7.75,8.15,0
393.1940705,389.838134,287.1884427,3.225447418,699.7648856,13.26450874,11.15494711,3.573590865,8.09,8.49,0
140.6576731,1634.778753,358.4907095,4.517269173,1135.218893,4.960340794,130.5074993,0.328901972,8.07,8.47,0
155.3874915,1915.522015,309.2715913,1.266528057,612.9583623,10.04019332,43.48721675,3.097361673,7.86,8.26,0
284.5704892,308.0653634,363.9415814,7.880389744,301.7799485,7.047640232,0.271859018,2.547171538,7.58,7.98,1
127.4449337,904.4324097,172.4558408,5.266985379,645.7774799,14.12506783,102.7655899,0.487216922,6.47,6.87,1
187.4442617,1077.528881,361.6881021,9.444495691,408.15698,2.390452081,97.57081256,3.531726551,6.62,7.02,0
194.6581151,463.6473681,248.6268938,5.893081445,563.295967,6.429852452,147.474332,1.554448626,8.1,8.5,1
121.83347,1761.876106,348.0195064,5.228990837,699.8280008,1.869507179,107.8870822,0.911484464,7.51,7.91,0
142.332275,711.4693608,15.75061218,0.714251529,453.6688261,8.672090129,49.90591622,1.412276903,6.32,6.72,1
404.8483289,1609.415372,263.1409528,1.493459049,1147.637673,6.04348787,142.8926328,2.731001363,6.5,6.9,0
125.2381345,1407.790068,339.1900316,8.495260768,607.1042784,0.914058487,54.80186989,2.900281338,7.63,8.03,0
62.80582633,1276.48248,69.68081346,9.906759778,1093.313759,12.74757165,123.1867029,0.848257524,6.31,6.71,0
333.2097242,545.8571277,264.7147734,4.151791359,1018.839423,5.632721743,50.35111039,4.683183549,6.62,7.02,0
489.1924037,597.266337,329.9818857,8.100860837,1377.654585,7.404461114,7.306247024,1.644718036,7.4,7.8,0
199.0462166,285.2271285,115.1797479,6.275857663,405.5198068,6.112700032,110.0677291,1.34145324,7.68,8.08,1
103.3950664,633.2823736,162.0985312,9.590592737,557.5297336,7.329790177,52.53163961,0.933614055,7.6,8,1
306.6742964,821.798497,227.8070874,2.381372354,1338.214115,0.244877965,50.83315486,0.602635915,6.75,7.15,0
457.859395,1699.661547,207.6670756,5.44835743,1286.557748,12.23189294,107.377744,4.910409578,7.72,8.12,0
402.8278009,859.5068001,15.67575721,4.087958183,530.5266686,4.984620179,48.30567916,3.373619773,6.77,7.17,0
330.1321408,1558.319209,39.46883923,5.417159759,429.2832143,10.86692647,17.70190563,3.935153658,6.95,7.35,0
191.7754235,990.9961063,40.18663172,2.688580834,1327.489758,0.973301931,60.67653779,2.007434959,7.79,8.19,1
293.846078,1612.762962,104.9071622,4.977461627,513.7656682,7.857378787,123.5766059,2.073054407,7.6,8,0
91.06017859,1957.288881,98.34564512,6.248041467,1345.331647,13.63187958,19.5306732,4.934458604,8,8.4,0
355.5254409,631.7148045,296.8889535,0.81215884,1453.337639,5.973720533,83.17211636,1.00345125,7.62,8.02,0
376.2932085,1752.214902,229.0977544,7.429872548,564.9679663,2.958885151,19.83889409,1.634662322,7.44,7.84,0
484.2642303,1319.283355,305.5904339,7.065229632,1308.46512,1.486217357,7.377427266,0.9758077,6.49,6.89,0
167.1788114,1671.129671,27.95842296,8.804576015,808.597308,12.88631945,56.80646618,1.413120096,7.04,7.44,0
58.30538857,1372.854624,194.085695,4.258565518,1246.53411,3.58209341,98.68249745,3.317870954,6.83,7.23,0
295.523809,963.1091131,129.5102317,0.616691326,788.8746492,14.62606667,41.24809998,1.544584315,6.79,7.19,1
368.055727,610.534891,339.9757243,4.61461129,384.4747185,3.71734175,66.85967216,4.37761524,8.25,8.65,0
405.6833641,326.0634056,283.1156628,1.376091721,1155.234327,7.214864936,73.69963871,0.243252743,7.09,7.49,0
137.1825199,1163.933056,347.7033883,6.474468135,480.8263679,6.869911977,126.1935422,1.773605994,8.08,8.48,0
167.7887911,1982.58697,18.57084896,0.471315241,1412.430107,0.93014429,122.8468813,4.303535035,7.56,7.96,0
280.6659164,1528.475249,288.3293958,3.739964062,801.2955396,7.977591297,0.352081478,3.106891865,7.89,8.29,0
198.7703645,789.2219745,216.0033409,0.828428985,398.4001775,10.0896147,62.08784913,3.854802606,7.31,7.71,1
437.230169,1688.96864,330.0000116,0.033664341,574.1760177,11.13203495,98.41365479,1.618229961,7.45,7.85,0
263.1920692,1584.1712,202.8642364,9.605572239,1335.021141,7.838876345,127.8594256,1.846524178,7.29,7.69,0
409.8103898,706.944428,216.0836312,9.96127348,685.3025635,12.18877748,7.334667498,4.441144221,6.69,7.09,0
311.2788922,225.7534816,20.70695238,5.555029515,1327.593594,11.28146253,94.23724776,3.747890946,7.74,8.14,0
397.8905637,412.6927494,267.409146,2.389558499,506.7440861,2.909614681,126.3029246,1.921303048,6.86,7.26,0
199.7028439,1779.151143,109.2559502,9.110990368,861.8617483,6.024025228,38.26140309,1.076791228,6.35,6.75,0
424.1374799,1705.813464,7.877568872,9.230365971,1353.91139,2.138727768,30.7884497,0.531449906,7.59,7.99,0
173.557542,731.3762016,26.574865,8.545088912,358.0857988,2.001354807,70.17740814,4.309139864,6.65,7.05,1
